TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,Latitude,Longitude
Vehicle Collision or Pedestrian Struck (with Injury),2003,11,22,14,0,E 33RD AVE / ARGYLE ST,Kensington-Cedar Cottage,494813,5454153,49.24013094,-123.0712595
Mischief,2003,11,1,2,30,44XX W 10TH AVE,West Point Grey,484885.57,5456808.91,49.26385666,-123.2077432
Break and Enter Residential/Other,2003,6,13,10,0,18XX W 6TH AVE,Kitsilano,489266.72,5457069.27,49.26629122,-123.1475329
Mischief,2003,11,2,2,30,44XX W 10TH AVE,West Point Grey,484885.57,5456808.91,49.26385666,-123.2077432
Break and Enter Residential/Other,2003,12,1,18,30,67XX FLEMING ST,Victoria-Fraserview,494661.79,5452244.04,49.22295808,-123.0733115
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,15,7,36,E 2ND AVE / MAIN ST,Mount Pleasant,492668,5457370,49.26904658,-123.1007866
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,23,21,41,E 2ND AVE / MAIN ST,Mount Pleasant,492668,5457370,49.26904658,-123.1007866
Break and Enter Commercial,2003,10,1,6,0,10XX ROBSON ST,West End,491039.14,5458977.86,49.28348784,-123.1232131
Break and Enter Residential/Other,2003,6,18,4,10,18XX W 6TH AVE,Kitsilano,489298.54,5457068.48,49.26628467,-123.1470955
Break and Enter Residential/Other,2003,5,26,20,0,18XX W 6TH AVE,Kitsilano,489365.37,5457066.81,49.26627082,-123.1461768
Break and Enter Residential/Other,2003,7,10,19,0,18XX W 6TH AVE,Kitsilano,489365.37,5457066.81,49.26627082,-123.1461768
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,30,17,50,E 2ND AVE / MAIN ST,Mount Pleasant,492668,5457370,49.26904658,-123.1007866
Offence Against a Person,2003,2,10,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,7,12,30,E 2ND AVE / LILLOOET ST,Hastings-Sunrise,497164,5457301,49.26846329,-123.0389836
Mischief,2003,6,4,19,0,14XX BARCLAY ST,West End,490378.39,5459327.53,49.28662313,-123.1323069
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,25,18,45,E 29TH AVE / ROSS ST,Kensington-Cedar Cottage,494078,5454651,49.2446039,-123.0813644
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,24,20,5,E 29TH AVE / EARLES ST,Renfrew-Collingwood,496931,5454642,49.2445439,-123.042166
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,29,21,40,E 27TH AVE / GLADSTONE ST,Kensington-Cedar Cottage,495603,5454885,49.24672164,-123.0604145
Offence Against a Person,2003,10,1,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,21,15,36,E 22ND AVE / SLOCAN ST,Renfrew-Collingwood,496389,5455324,49.25067568,-123.0496189
Vehicle Collision or Pedestrian Struck (with Injury),2003,11,7,11,4,E 22ND AVE / RENFREW ST,Renfrew-Collingwood,496779,5455317,49.25061489,-123.0442598
Offence Against a Person,2003,12,23,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,2,25,8,57,E 1ST AVE / WINDERMERE ST,Hastings-Sunrise,497349,5457400,49.26935465,-123.0364412
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,8,14,53,E 1ST AVE / VICTORIA DR,Grandview-Woodland,495215,5457424,49.26955755,-123.0657759
Vehicle Collision or Pedestrian Struck (with Injury),2003,11,7,10,36,E 1ST AVE / VICTORIA DR,Grandview-Woodland,495215,5457424,49.26955755,-123.0657759
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,8,14,32,E 1ST AVE / VICTORIA DR,Grandview-Woodland,495215,5457424,49.26955755,-123.0657759
Vehicle Collision or Pedestrian Struck (with Injury),2003,6,5,14,27,E 1ST AVE / PENTICTON ST,Hastings-Sunrise,496211,5457405,49.26939363,-123.0520845
Vehicle Collision or Pedestrian Struck (with Injury),2003,11,1,14,3,E 1ST AVE / NANAIMO ST,Grandview-Woodland,495882,5457416,49.26949045,-123.0566071
Vehicle Collision or Pedestrian Struck (with Injury),2003,3,21,9,35,E 1ST AVE / MCLEAN DR,Grandview-Woodland,494513,5457433,49.26963262,-123.0754259
Offence Against a Person,2003,12,30,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Break and Enter Residential/Other,2003,10,16,8,30,67XX GLADSTONE ST,Victoria-Fraserview,495453.05,5452227.98,49.22282,-123.0624446
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,19,13,33,E 1ST AVE / COMMERCIAL DR,Grandview-Woodland,494931,5457427,49.26958225,-123.0696799
Break and Enter Residential/Other,2003,6,6,18,15,18XX W 7TH AVE,Kitsilano,489276.68,5456975.51,49.26544801,-123.1473934
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,6,13,34,E 1ST AV / 1 HWY,Hastings-Sunrise,497925,5457402,49.26937486,-123.0285234
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,6,12,0,E 1ST AV / 00 1 HWY,Hastings-Sunrise,497714,5458435,49.27866614,-123.0314298
Mischief,2003,8,8,15,30,14XX BURNABY ST,West End,489973.79,5458950.83,49.28322815,-123.1378611
Break and Enter Residential/Other,2003,11,11,20,56,18XX W 7TH AVE,Kitsilano,489276.68,5456975.51,49.26544801,-123.1473934
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,15,16,5,E 17TH AVE / FRASER ST,Riley Park,493457,5455866,49.25552676,-123.0899164
Vehicle Collision or Pedestrian Struck (with Injury),2003,3,19,8,39,E 16TH AVE / MAIN ST,Riley Park,492633,5455984,49.25657882,-123.1012422
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,7,16,49,E 14TH AVE / COMMERCIAL DR,Kensington-Cedar Cottage,494916,5456112,49.25775344,-123.0698694
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,18,6,42,E 12TH AVE / WOODLAND DR,Kensington-Cedar Cottage,494637,5456318,49.25960407,-123.0737064
Mischief,2003,1,25,1,0,44XX W 11TH AVE,West Point Grey,484972.22,5456702.91,49.26290531,-123.2065482
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,30,2,40,E 12TH AVE / ST GEORGE ST,Mount Pleasant,493229,5456337,49.25976102,-123.0930576
Mischief,2003,5,7,0,1,44XX W 12TH AVE,West Point Grey,484969.56,5456594.64,49.26193134,-123.2065807
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,25,20,41,E 12TH AVE / ST GEORGE ST,Mount Pleasant,493229,5456337,49.25976102,-123.0930576
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,30,17,30,E 12TH AVE / ST CATHERINES ST,Mount Pleasant,493791,5456330,49.25970401,-123.0853336
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,12,23,45,E 12TH AVE / ST CATHERINES ST,Mount Pleasant,493791,5456330,49.25970401,-123.0853336
Vehicle Collision or Pedestrian Struck (with Injury),2003,3,4,9,0,E 12TH AVE / SEMLIN DR,Kensington-Cedar Cottage,495340,5456308,49.25951988,-123.0640446
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,12,0,40,E 12TH AVE / SEMLIN DR,Kensington-Cedar Cottage,495340,5456308,49.25951988,-123.0640446
Vehicle Collision or Pedestrian Struck (with Injury),2003,11,7,17,18,E 12TH AVE / FRASER ST,Mount Pleasant,493510,5456333,49.25972808,-123.0891956
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,31,13,37,E 12TH AVE / FRASER ST,Mount Pleasant,493510,5456333,49.25972808,-123.0891956
Break and Enter Residential/Other,2003,1,14,11,45,67XX HEATHER ST,Oakridge,491001.97,5452412.73,49.22443265,-123.1235767
Vehicle Collision or Pedestrian Struck (with Injury),2003,6,2,1,30,E 12TH AVE / COMMERCIAL DR,Kensington-Cedar Cottage,494917,5456315,49.25957948,-123.0698582
Other Theft,2003,2,26,16,40,23XX W 4TH AVE,Kitsilano,488530.01,5457277.38,49.26814983,-123.1576651
Other Theft,2003,4,1,16,45,23XX W 4TH AVE,Kitsilano,488530.01,5457277.38,49.26814983,-123.1576651
Break and Enter Commercial,2003,9,23,18,0,10XX SEYMOUR ST,Central Business District,491058.66,5458372.88,49.27804624,-123.1229312
Break and Enter Residential/Other,2003,3,11,9,30,18XX W 7TH AVE,Kitsilano,489371.56,5456972.32,49.26542097,-123.1460892
Break and Enter Residential/Other,2003,1,18,18,0,67XX INVERNESS ST,Sunset,494170.1,5452271.64,49.22320186,-123.0800644
Break and Enter Commercial,2003,9,23,20,51,10XX SEYMOUR ST,Central Business District,491082.25,5458396.87,49.27826238,-123.1226074
Mischief,2003,12,5,21,0,44XX W 14TH AVE,West Point Grey,484806.33,5456397.65,49.26015535,-123.2088167
Other Theft,2003,4,15,23,18,23XX W 4TH AVE,Kitsilano,488530.01,5457277.38,49.26814983,-123.1576651
Mischief,2003,3,12,17,0,44XX W 14TH AVE,West Point Grey,484968.59,5456393.36,49.26012077,-123.2065865
Break and Enter Residential/Other,2003,6,16,10,30,67XX KERR ST,Killarney,497006.12,5452183.74,49.22243161,-123.0411155
Other Theft,2003,5,5,18,44,23XX W 4TH AVE,Kitsilano,488530.01,5457277.38,49.26814983,-123.1576651
Mischief,2003,1,26,1,39,11XX GRANVILLE ST,Central Business District,490849.44,5458295.93,49.27735096,-123.1258059
Mischief,2003,12,5,8,30,44XX W 14TH AVE,West Point Grey,484984.82,5456392.93,49.2601173,-123.2063634
Mischief,2003,12,5,18,0,44XX W 14TH AVE,West Point Grey,484984.82,5456392.93,49.2601173,-123.2063634
Other Theft,2003,6,13,19,15,23XX W 4TH AVE,Kitsilano,488530.01,5457277.38,49.26814983,-123.1576651
Other Theft,2003,6,13,22,0,23XX W 4TH AVE,Kitsilano,488530.01,5457277.38,49.26814983,-123.1576651
Break and Enter Residential/Other,2003,11,24,8,0,18XX W 8TH AVE,Kitsilano,489303.44,5456892.18,49.26469891,-123.1470234
Mischief,2003,3,12,17,0,44XX W 15TH AVE,West Point Grey,484828.43,5456304.48,49.25931782,-123.2085094
Other Theft,2003,6,16,23,53,23XX W 4TH AVE,Kitsilano,488530.01,5457277.38,49.26814983,-123.1576651
Mischief,2003,4,3,22,0,44XX W 15TH AVE,West Point Grey,484958.24,5456301,49.25928972,-123.2067253
Other Theft,2003,6,30,22,55,23XX W 4TH AVE,Kitsilano,488530.01,5457277.38,49.26814983,-123.1576651
Break and Enter Residential/Other,2003,6,7,19,0,67XX KILLARNEY ST,Killarney,496670.52,5452251.75,49.22304164,-123.045725
Offence Against a Person,2003,1,6,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Offence Against a Person,2003,1,20,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Break and Enter Residential/Other,2003,8,14,1,0,18XX W 8TH AVE,Kitsilano,489309.51,5456882.88,49.26461536,-123.1469397
Break and Enter Residential/Other,2003,8,16,1,45,18XX W 8TH AVE,Kitsilano,489309.51,5456882.88,49.26461536,-123.1469397
Offence Against a Person,2003,2,3,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Break and Enter Residential/Other,2003,10,9,20,0,67XX KNIGHT ST,Victoria-Fraserview,494366.21,5452220.93,49.22274755,-123.0773704
Mischief,2003,6,1,2,30,44XX W 1ST AVE,West Point Grey,484919.18,5457721.58,49.27206708,-123.2073156
Other Theft,2003,7,21,22,50,23XX W 4TH AVE,Kitsilano,488530.01,5457277.38,49.26814983,-123.1576651
Offence Against a Person,2003,9,20,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Other Theft,2003,8,6,18,0,23XX W 4TH AVE,Kitsilano,488530.01,5457277.38,49.26814983,-123.1576651
Other Theft,2003,8,8,18,0,23XX W 4TH AVE,Kitsilano,488530.01,5457277.38,49.26814983,-123.1576651
Other Theft,2003,8,22,23,33,23XX W 4TH AVE,Kitsilano,488530.01,5457277.38,49.26814983,-123.1576651
Other Theft,2003,9,6,22,16,23XX W 4TH AVE,Kitsilano,488530.01,5457277.38,49.26814983,-123.1576651
Other Theft,2003,10,10,22,30,23XX W 4TH AVE,Kitsilano,488530.01,5457277.38,49.26814983,-123.1576651
Mischief,2003,12,5,14,0,44XX W 5TH AVE,West Point Grey,484888.33,5457279.4,49.26808885,-123.207723
Mischief,2003,9,1,0,1,44XX W 5TH AVE,West Point Grey,484900.32,5457278.97,49.26808528,-123.2075582
Theft from Vehicle,2003,11,20,17,0,11XX E 47TH AVE,Sunset,493932.16,5452783.58,49.22780458,-123.0833399
Theft from Vehicle,2003,4,10,23,0,11XX E 23RD AVE,Kensington-Cedar Cottage,494048.34,5455242.86,49.24992752,-123.0817807
Theft from Vehicle,2003,2,26,21,0,11XX E 22ND AVE,Kensington-Cedar Cottage,494118.33,5455353.14,49.25092019,-123.0808206
Mischief,2003,8,30,8,10,14XX CAMBIE ST,Mount Pleasant,491653.6,5457693.18,49.27194064,-123.1147374
Break and Enter Residential/Other,2003,7,16,7,0,18XX W BROADWAY AVE,Kitsilano,489265.46,5456780.2,49.26369096,-123.1475424
Theft from Vehicle,2003,8,15,15,0,11XX E 21ST AVE,Kensington-Cedar Cottage,494052.17,5455444.63,49.25174252,-123.0817311
Break and Enter Commercial,2003,10,27,0,15,10XX VERNON DR,Strathcona,494274.84,5458072.5,49.27538285,-123.0787089
Theft from Vehicle,2003,8,19,22,30,11XX E 41ST AVE,Sunset,494039.16,5453329.08,49.23271254,-123.0818784
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,6,13,17,E 12TH AVE / COMMERCIAL DR,Kensington-Cedar Cottage,494917,5456315,49.25957948,-123.0698582
Mischief,2003,12,14,15,0,44XX W 7TH AVE,West Point Grey,484867.05,5457091.02,49.26639382,-123.2080084
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,3,10,0,DUNSMUIR ST / HOMER ST,Central Business District,491747,5458780,49.28171803,-123.1134759
Offence Against a Person,2003,12,22,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,2,21,12,DUNSMUIR ST / GRANVILLE ST,Central Business District,491535,5458993,49.2836311,-123.1163953
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,9,2,24,DUNSMUIR ST / CAMBIE ST,Central Business District,491886,5458643,49.28048755,-123.1115619
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,31,11,0,DUNLEVY AVE / E HASTINGS ST,Strathcona,493061,5458728,49.28126661,-123.095408
Vehicle Collision or Pedestrian Struck (with Injury),2003,11,19,9,0,DUNDAS ST / N KASLO ST,Hastings-Sunrise,496603,5459114,49.28476869,-123.0467104
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,3,11,30,DUNDAS ST / LAKEWOOD DR,Grandview-Woodland,495518,5459118,49.28479768,-123.0616298
Vehicle Collision or Pedestrian Struck (with Injury),2003,6,18,9,15,DUNBAR ST / W 33RD AVE,Dunbar-Southlands,486516,5454416,49.24237014,-123.185253
Mischief,2003,5,11,20,30,11XX GRANVILLE ST,Central Business District,490853.68,5458300.2,49.27738944,-123.1257477
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,18,22,48,DUNBAR ST / W 16TH AVE,Dunbar-Southlands,486529,5456135,49.25783313,-123.1851322
Break and Enter Residential/Other,2003,2,6,19,50,67XX MONTGOMERY ST,Oakridge,490385.42,5452450.23,49.22476061,-123.1320451
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,14,0,52,DRAKE ST / SEYMOUR ST,Central Business District,490778,5458084,49.27544355,-123.1267832
Vehicle Collision or Pedestrian Struck (with Injury),2003,6,8,19,33,DRAKE ST / SEYMOUR ST,Central Business District,490778,5458084,49.27544355,-123.1267832
Break and Enter Residential/Other,2003,2,26,20,45,67XX MONTGOMERY ST,Oakridge,490393.95,5452424.91,49.22453298,-123.1319274
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,11,8,33,DRAKE ST / GRANVILLE ST,Central Business District,490706,5458156,49.27609011,-123.1277747
Break and Enter Commercial,2003,9,18,16,0,10XX W 14TH AVE,Fairview,490649.55,5456232.62,49.25878811,-123.1285059
Mischief,2003,12,6,6,15,44XX WELWYN ST,Kensington-Cedar Cottage,494909.48,5454677.59,49.24485056,-123.0699408
Break and Enter Residential/Other,2003,11,15,15,0,18XX WILLIAM ST,Grandview-Woodland,495097.26,5457905.82,49.27389068,-123.0674003
Break and Enter Residential/Other,2003,4,4,0,1,67XX MONTGOMERY ST,Oakridge,490394.52,5452448.22,49.22474267,-123.1319201
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,12,22,40,DENMAN ST / W GEORGIA ST,West End,490276,5459994,49.2926165,-123.1337311
Break and Enter Residential/Other,2003,11,15,21,0,18XX WILLIAM ST,Grandview-Woodland,495126.04,5457905.11,49.27388453,-123.0670046
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,1,10,52,DENMAN ST / ALBERNI ST,West End,490227,5459946,49.29218395,-123.1344038
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,6,10,29,DAVIE ST / THURLOW ST,West End,490456,5458633,49.28037695,-123.1312231
Mischief,2003,4,28,18,30,44XX WELWYN ST,Kensington-Cedar Cottage,494910.7,5454759.73,49.24558944,-123.069925
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,5,20,3,DAVIE ST / THURLOW ST,West End,490456,5458633,49.28037695,-123.1312231
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,6,20,10,DAVIE ST / RICHARDS ST,Central Business District,490961,5458133,49.27588704,-123.1242685
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,29,11,31,DAVIE ST / JERVIS ST,West End,490187,5458904,49.28281037,-123.1349283
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,20,9,15,DAVIE ST / HOWE ST,Central Business District,490748,5458346,49.27779983,-123.1272017
Break and Enter Commercial,2003,7,22,20,15,10XX W 67TH AVE,Marpole,490491.08,5450896.91,49.21078975,-123.1305572
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,4,8,18,DAVIE ST / HOWE ST,Central Business District,490748,5458346,49.27779983,-123.1272017
Offence Against a Person,2003,4,3,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,29,8,7,DAVIE ST / HOWE ST,Central Business District,490748,5458346,49.27779983,-123.1272017
Vehicle Collision or Pedestrian Struck (with Injury),2003,11,26,14,0,CYPRESS ST / W 4TH AVE,Kitsilano,489234,5457264,49.26804227,-123.1479878
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,23,22,45,CREELMAN AVE / WALNUT ST,Kitsilano,489168,5457978,49.27446365,-123.1489144
Vehicle Collision or Pedestrian Struck (with Injury),2003,6,21,19,45,CORNWALL AVE / MAPLE ST,Kitsilano,489072,5457761,49.27251,-123.1502282
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,7,16,35,CORNWALL AVE / BALSAM ST,Kitsilano,488383,5457778,49.27265021,-123.1597004
Break and Enter Residential/Other,2003,6,9,8,0,18XX YEW ST,Kitsilano,488713.82,5457456.67,49.26976599,-123.1551436
Vehicle Collision or Pedestrian Struck (with Injury),2003,6,5,16,6,COMOX ST / NICOLA ST,West End,490154,5459242,49.2858502,-123.1353904
Offence Against a Person,2003,2,2,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Mischief,2003,2,20,0,0,45XX BELMONT AVE,West Point Grey,484792.62,5457899.32,49.27366274,-123.2090622
Break and Enter Residential/Other,2003,1,30,14,0,67XX RADISSON ST,Killarney,498217.22,5452067.75,49.22139297,-123.0244828
Offence Against a Person,2003,10,1,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Break and Enter Residential/Other,2003,1,9,10,0,18XX YORK AVE,Kitsilano,489270.15,5457651.23,49.27152611,-123.1475013
Break and Enter Residential/Other,2003,2,2,2,0,18XX YORK AVE,Kitsilano,489270.15,5457651.23,49.27152611,-123.1475013
Break and Enter Residential/Other,2003,3,11,0,1,18XX YORK AVE,Kitsilano,489270.15,5457651.23,49.27152611,-123.1475013
Break and Enter Residential/Other,2003,3,21,23,0,18XX YORK AVE,Kitsilano,489270.15,5457651.23,49.27152611,-123.1475013
Break and Enter Commercial,2003,10,15,22,30,10XX W 7TH AVE,Fairview,490767.52,5456936.54,49.26512179,-123.1269008
Break and Enter Residential/Other,2003,3,23,4,33,18XX YORK AVE,Kitsilano,489270.15,5457651.23,49.27152611,-123.1475013
Break and Enter Residential/Other,2003,10,22,10,0,18XX YORK AVE,Kitsilano,489270.15,5457651.23,49.27152611,-123.1475013
Break and Enter Residential/Other,2003,12,12,0,1,18XX YORK AVE,Kitsilano,489270.15,5457651.23,49.27152611,-123.1475013
Offence Against a Person,2003,12,19,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Break and Enter Residential/Other,2003,5,21,18,0,67XX RALEIGH ST,Killarney,496549.36,5452223.18,49.22278398,-123.0473887
Mischief,2003,10,1,4,45,14XX CLARK DR,Strathcona,494370.09,5457697.71,49.27201243,-123.0773941
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,1,7,40,COMMERCIAL DR / VENABLES ST,Grandview-Woodland,494946,5458213,49.27665259,-123.0694836
Vehicle Collision or Pedestrian Struck (with Injury),2003,2,16,10,17,COMMERCIAL DR / E BROADWAY AVE,Kensington-Cedar Cottage,494921,5456620,49.26232305,-123.0698071
Mischief,2003,3,15,21,0,45XX CARIBOO ST,Renfrew-Collingwood,497965.46,5454558.21,49.2437945,-123.0279528
Offence Against a Person,2003,12,18,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Break and Enter Commercial,2003,2,10,21,13,10XX W 8TH AVE,Fairview,490737.29,5456854.02,49.26437905,-123.1273144
Mischief,2003,10,11,18,30,45XX CARNARVON ST,Dunbar-Southlands,487415.34,5454825.37,49.24607165,-123.1729101
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,9,17,3,COMMERCIAL DR / E 10TH AVE,Kensington-Cedar Cottage,494920,5456517,49.26139653,-123.0698195
